,User Name,Heading,Rating,Review
10,Thaseem Y,Highly recommended,5,"I’m upgrading from iPhone SE, the things i liked in iPhone Xr isBrilliant super bright display Great performance Good battery backup Good camerasBigger screen Thing I don’t likeIt is much heavy. I feel the wight.Bezels are a bit thickNo HDR video support for displayNo gigabit LTE as in Xs or Xs max3GB RAM compared to 4GB in X, Xs, Xs maxNo 3D touch - even iPhone 8  and 8+ has 3D touchBlacks looks greyish in the darkNo finger print scannerBasic android features are still missin...READ MORE"
11,RAHUL DHIMAN,Classy product,5,"Once again , very very happy with the product. 100% genuine and timely delivery. Thanks a lot flipkart. Happy to shop from here. Highly recommend everyone to go for this product. Worth buying.READ MORE"
12,shaan alam,Awesome,5,"I have been using it from last 4 months and are fully satisfied with it. I had purchased it from flipkart and everyone knows that its price is much higher compare to the android phone having almost same features. But everything on an iPhone is premium . Looks great in Corel colour, battery last for full one day. Camera is awesome. Although display is not LED but still it looks great. Sound quality is great. No fast charger in the box may be a con. No heating issue at all,high end games works ...READ MORE"
13,Flipkart Customer,Wonderful,5,it's a fantastic way to manage your communication very smartly with awesome Smooth touch...it's an amazing experience to use iPhoneREAD MORE
14,Rishav Bose,Worth every penny,5,"One of the best(so called budget) iphone ever... Awsome build quality. Every one complaining about the screen, yes it's an lcd display with HD resolution but it's not that bad, it's a good display very bright & colour accurate. The camera of this phone is just awsome, sound quality is very good(thanks to the stereo speakers) & performance is too good A12 bionic is dazzling fast. Only disadvantage's are, no portrait mode for object's & the bazels are thicker than it's bigger brother. Overall I...READ MORE"
15,Flipkart Customer,Excellent,5,super camera outstanding processor but battery life is not better nice phone like itREAD MORE
16,Shafir Khan,Terrific purchase,5,"Apple I Phone XR Really Nice One, worth for the money, loved it. Thanks to Flipkart for fast delivery!READ MORE"
17,Sumitra Kamila,Worth every penny,5,"The best mid-range iPhone. The overall performance is excellent. The screen size is perfect, neither too small nor too large. Gesture control is amazing. Face ID is extremely fast. Battery life is sufficient for full day use. Highly recommended for people who are upgrading from iPhone 8 or lower.READ MORE"
18,Flipkart Customer,Super!,5,"Writing this review after using iPhone XR for almost six months, a total value for money phone. Battery performance is pretty nice in comparison to other iPhones.Camera is superb. Looking forward for iOS 14 update. I would recommend to buy XR instead of SE2 .READ MORE"
19,Ajay Kabadi,Wonderful,4,😍😍 My 1st iPhone and really i love itt.... I moved android to iOS and its very good experience ..new gui and new things.specially i love 😍 the display...READ MORE
20,Abhijeet Kumar,Terrific,5,Excellent performance. Upgraded from iphone 7 to iphone XR . No issue in ios . Good decision for Iphone XR while choosing Chinese company ( one plus 8 pro) . Fully satisfied 🤙🏻🔥READ MORE
21,Flipkart Customer,Terrific,5,"Awesome smart phone.... Loved it.Big display, awesome battery backup, Monster sounds, great colour, Apple durability what more u want.READ MORE"
22,Aravind Tejaswi Kandadai,Wonderful,5,Great phone at Great Price point.. Most affordable iPhone.. loved itREAD MORE
23,Ankur Jain,Very Good,4,"Looks are great. The UI is really smooth and lag free. Due to absence of useless gimmicky features, its easy to use. Great cameras. Good display. Really a great device. On top of all, Apple assurity!! Updates, stability, virus/malware free.READ MORE"
24,Shayan Chakraborty,Highly recommended,5,"After using for 6 months, I would just like to say that after using iPhone, u would not like android again. Specially talking of iPhone XR, this is the first iPhone with excellent battery backup, camera, usage and sound.READ MORE"
25,Ajinkya  Awalkar ,Worth every penny,5,Excellent Product!!!Pros :+ Long lasting battery + Flawless portrait mode (front and rear)+ Dual sim support + Price is Worth Cons :- No OLED display - No Full HD- Bit heavy Caution: There are few smudges/stains on my screen which are not getting cleaned. However there is no functionality impact nor it’s visible until you see in tilted. Currently I am following up with Apple care to get it fix.READ MORE
26,Aparna Dalvi,Worth the money,4,Value for money...the performance is good.camera clarity is too good. As I am a android user it was quite struggling to start with iphone xr. But with help of the YouTube it was simple to start with it. Flip kart delivery was before time thank for the fast service. I had ordered iphone xr on 22nd August 2020 and received it on 24th August 2020 superfast delivery thank you very much as it was my birthday gift and my birthday was on 25th August 2020. We were very like will receive it on time or...READ MORE
27,Sheikh Irfan Hasmi,Good quality product,4,"Glad I had bought this phone at 45k before the process went up.Performance is top notch, the A12 BIONIC chipset is a beast.Camera is great and HDR kicks in automatically to bring that extra detail in the photos and videos.Highly recommended.READ MORE"
28,Sudhanshu  Kumar ,Super!,5,"Awesome IPhone.My first IPhone. Am very happy 😃 IOS 13.6(updated)Battery one dayDisplay good enoughCamera awesome, uploaded some picsPerformance awesome, No lag in PUBG. Also having 3D Touch which is awesome.Overall Full pack, love it 😍 Thanks AppleThanks FlipkartREAD MORE"
29,Ankit Kumar,Classy product,5,Yaar I am speechless. It’s a stunning phone and will be a stunning phone for the price tag. It’s a HD pannel but trust me you can’t be able to tell weather it’s HD or Full HD pannel. Baaki toh yaar bas itna hee bol skta sirf use krne ke baad hee samjh me aayega kya cheez hai ye.👌READ MORE
30,Rupesh Ranjan,Mind-blowing purchase,5,"Excellent battery backup, Stunning camera,Premium looks.. Thank you FLIPKART for such fast delivery.. A worthy cause for purchasing an iPhone Xr.. Awesome 👍🏻READ MORE"
31,Sharad Mishra,Very Good,4,I wanted very secure phome in this time when cyber crime is going to upscale. There is no phone in market above 30000 which provide chip level security. ios is more secured than android no doubt. So it was a wise decision from my side to choose iphone xr with decent battery life and every year update i am sure upto 2025. So anybody who think of having a fast phone with security can go with iphone xrREAD MORE
32,Gautam Kumar,Highly recommended,5,Camera is too good.battery backup is also good.i was android user.but now feeling happy using iPhone.ios is too good than android. No bloat ware in iOS. Compact size.easy to use single hand.dont buy one plus 7t and Samsung s10 lite.READ MORE
33,umeshkumar kumar,Awesome,5,very nice phone my first I phone experience good looking and sturdy I like itREAD MORE
34,Jyotirmoy Choudhury,Just wow!,5,"My second iphone after 6S. It's really a beast. After two years from date of launching still it's ahead of most of the android phones. If anyone is confusd between OnePlus and iphone than go for iphone. I have used 6S for four years, did not found any lag even with very heavy usage and after that I sold it at a decent price. Resale value is always great in iPhone. With great price we get a very decent product.READ MORE"
35,Raushan Raj,Must buy!,5,"Upgraded to the new iPhone XR from Apple iPhone  6S .I bought the Product red , as usual Iphone is robust , Colour is good , Display is awesome  and battery is running more than 30 hrs with normal use...over all too good , got delivery in 3 days with flipkartREAD MORE"
36,Ujjvala Collins,Terrific,5,"One of the best decisions I have ever made. When I switched from android to iOS, I thought it’s going to be difficult but it wasn’t. This phone is amazing. It’s fast, have a great battery life, awesome camera (inspite of no night mode, which I don’t need) and flawless performance. Perfect!READ MORE"
37,Abhishek Roy,Value-for-money,4,"Now used for almost a week. Performance is great with A12 bionic chip. Almost no lag. Battery lasts for a day with normal usage of online streaming, social media, gaming. Camera is good with great colour accuracy but low light performance is not as expected considering the premium pricing. Overall decent using experience. Blue colour looks cool without case, though one should use case to avoid scratches and glass breaks from unwanted falls. Though 3 gb ram but ram management is excellent. Hap...READ MORE"
38,Sahil Pradhan,Terrific,5,"Ok...So I decided to get a phone launched in late 2018 in March 2020.  What made be buy this? Well for one... superb build quality... 5 years of software updates.. so should get updates till 21/22. Great display even though it’s a LCD one but make no mistake... it looks and feels amazing. As Apple releases only one series per year its fairly new. IOS is a breeze to use especially in times of MIUI,Colour OS, Funtouch OS. I kept contemplating whether to buy the future proof realme X50 pro 5G or...READ MORE"
39,Vaibhav Chikhle,Fabulous!,5,"Close your eyes and go for it. The best one for this price point. Everyone was speculating about the screen let me tell you won’t notice a thing the screen is gorgeous and bright. This thing is a beast in terms of processing power and battery, you can easily end a day with single charge and still get a 40% at the end of the day. In my opinion this phone will last you for atleast 4 years considering the power it house. Go for it.READ MORE"
40,nandu jasthi,Worth the money,4,When we are getting many features at lowest price ... I don’t feel it’s worth spending more than 55k .... as usual apple products are best in performance and all other aspects except price .... go for it if you can’t use any other mobile other than iPhoneREAD MORE
41,Nuaa Rawat,Really Nice,4,"Bought this 3 days back and using it heavily.Charging : Takes 1.30 Hr for a full charging, though apple did little Kanjoosi here, they should have provided the fast charger but anyways its also fine. No issues at all.Battery: one day usage It’s good I played Pubg for 4 hours straight , surf social sites for 2 hours, you tube 1 hour and other stuff like book reading, wynk and all.. so at the end I was left with 9% battery. So ya its good.Camera : similar to XS but slo mo is bit shaky. Rest...READ MORE"
42,Priya Vibhuti,Worth every penny,5,Awesome phone. I switched from android to iPhone and I must say it is a great experience and feels so good to be an iPhone person 😎😊READ MORE
43,Kamal Lochan Nayak,Classy product,5,Excellent one with very good battery backup.only demerit is it takes too long around 3 hours for full charge . Fast charge is not available.READ MORE
44,Umesh Karape,Best in the market!,5,"It’s just amazing phone, camera is up to the mark not a extremely good you will get natural photos. Battery life is good, touch pad is so good you will just love it. Overall response is good those who are thinking to buy a phone on an around 45k, it will be a great choice.READ MORE"
45,Prashanth Budi,Terrific,5,"1) Awesome Display - Yes i had done lot of research and people out there were saying about it pixel density, but in reality when you hold this side by side to any phone you will be surprised how good the phone actually is. 2) Speed - It is just super duper speed, you will be surprised to see that it handles 30-40 apps without tiny lag3) Camera - Though it has single lens, it is far better than those andriods having 48MP's. 4) Battery -  This is big advantage of buying this phone as it has ...READ MORE"
46,Adit Kapoor,Delightful,4,"The phone was a gift for my father. Apart from being on the heavier side, I didn't find an issue with the phone. The hardware, fit and finish and display are spectacular in every way. My Dad being a music lover claims that this is the best sound quality he had ever experienced on any other mobile device! Price could have better though. I still feel the product is overpriced even though I purchased for 54k after heavy discounts. But as long as my father is happy, all is forgiven! :)READ MORE"
47,Anuj Sharma,Wonderful,5,"This is my first apple product and it’s truly worth the price. Sooner than expected delivery by flipkart, the phone was received in brand new condition and I checked the warranty and authenticity on apple’s site and it’s genuine. iOS is so smooth and amazing, Face ID works like a charm and given the updates till 2023 this phone is the best in 2020. This won’t disappoint you at all. I had heard a lot of criticism about the display but it’s just amazing, a normal consumer won’t bother about lcd...READ MORE"
48,MANOJ MANE,Great product,5,After discount at 54000 this mobile is best due to top class built and best ever OS. Very good camera .READ MORE
49,Vikky Kumar,Very Good,4,Everything is great about the phone except the display. Feels premium.Camera is good but portrait mode works for Human pic only. Display is like 10k android phone.READ MORE
50,Flipkart Customer,Must buy!,5,Awesome Working... But internet speed is low. Battery backup only 1 day. Without internet 2 days. It is working very brilliant.  Camera is outstanding like video & Photo shoot camera.❤️READ MORE
51,Rohit Singh,Must buy!,5,super awesome at first i was a bit tensed that is this a genuine one as i have never shopped for such heavy price from flipkart but i was nore than happy n satisfied but i guess the delivery took a little longer timeREAD MORE
52,Fahad Rehman,Value for Money,5,"I have been using iPhones since iPhone 4 and I bought this one for my daughter as a gift. Great OS, awesome camera, good battery and amazing built. I was doubtful about the HD LCD Screen but surprisingly the quality is very good and there is no visible pixelation.READ MORE"
53,Prakhar Gupta,Terrific,5,I buy this phone for my father as he always love to use Apple products (I don't know why but he love to use). So I ordered this one for him. The overall work performance is very good. The picture quality is mind blowing. After using around 7-8 months. He is still happy with this phone.. So this a great phone to go for..READ MORE
54,Soujanya,Worth every penny,5,"Amazing phone with a very powerful battery. Its the most practical iPhone. Though it has a LCD display it still feels premium n feels the best. It's the best choice if being upgraded from iPhone 7 or 8 or any lower iPhone models. Nothing to think of it its the best in the range, the camera, the built, the battery are really powerful.. A worthy purchaseREAD MORE"
55,Flipkart Customer,Classy product,5,"Frankly this is my 1st review, and Generally In every 6months to 1yr I will change my phone..Almost I used all brands(including Apple phone before to This XR) I never feel the smoothness performance and battery life in any other mobile like this in the iPhone XR..This is the performance beast..I don’t use camera much so I’m neutral about it.But camera Quality is Super.. I Really Love this phone.. I’m sure I’m not gonna change this mobile for min 2yrs. I’m enjoying allot. Thanks to the Flip...READ MORE"
56,MOHIT PATIL,Nice product,4,"Almost used iPhone XR for more than a month now. And overall it’s a great package from apple. Value for money product. Great performance, Great Camera & Display.READ MORE"
57,Nisanth Reddy,Worth every penny,5,Terrific purchase with amazing battery life. Single and powerful camera. No need to spend 20k extra for dual camera. Display should be 1080p. Value for money with amazing performance. Soes the job. Battery backup is awesome. Migrated from android to iosREAD MORE
58,VIJAY  KUMAR,Terrific purchase,5,It’s my first iPhone and trust me android has nothing like this hardware and software best of bestREAD MORE
59,Ragul,Mind-blowing purchase,5,"My first iPhone, i moved it from android and its very worth in every aspect. Camera is natural and its performance, battery is like beast. Totally i loved alot..... ♥️♥️ XR 🔥READ MORE"
60,Customer  C,Terrific,5,Nice performance. Face id is really quick  and battery is ok. Ear phones are good. Overall a great buy even in 2020. I can say a best budget iphoneREAD MORE
61,Kirubha sangar S,Terrific purchase,5,Best product. Worth the money. Great performance and display is very good. Best software experience with regular updates and support.READ MORE
62,Prabhakaran UVP,Fabulous!,5,Awesome phone from appleBest camera quality Best screen resolution (forget about the pixels)Great sound outputFace recognition will be an awestruck feature in this phoneAbove all apple user interface is at its best in XRThank you flipkart & apple for delivering this productREAD MORE
63,Suraj Mondal,Nice product,4,Some time there is a network problem. Price is very high as Compared to other phone which is available in market. If ur iPhone lover the u can go for it. It is better then iPhone XS.READ MORE
64,Cherian Joseph,Perfect product!,5,One the best iPhone out market. Trust me the display is one of the best with most accurate colour reproduction. In terms of speed its like a monster with excellent battery life which can last upto a day and a half for a moderate to heavy use.READ MORE
65,S Ranjithkumar,Really Nice,4,"Phone is good for the first time user of iPhone but not for the other iPhone user who thinks its latest version compared to 8plus this will be degraded version of apple , i donno y this one is not even a full hd display? Its lukg lyk below 10k android phones display, no 3d touch is tolerable bcaz i wont use ofter, upgraded were processor which is a sec faster than a previous nd camera even single portrait was fabulous but viewing that image in this display was lukg bit bad if we transfer that...READ MORE"
66,K.P. PRADEEP,Highly recommended,5,Awesome phone as apple always rocks and Flipkart super fast delivery made my day. phone is superb no lags and battery backup is also superb. I suggest to buy although price is slightly higher but it is ok when u strat using this phone.READ MORE
67,Flipkart Customer,Nice product,4,"Good phone not bad, felt happy on purchasing with Flipkart, but to get this product for me it takes 10 days to get from the Ekart logistics, please be quick with process intimate customer in a proper way of shipping goods..Camera _ 4Performance_4Battery_4Display_3Overall - 4/5READ MORE"
68,Sujay V,Classy product,5,First of all thanks to flipkart for giving a very good product 8 years use of android now I m shifted from Android to iOS Regarding product Iphone XR is best and value for money Compared to android Use of IOS is awesome but first 2-3 days you will face some difficulty how to download apps How to use all apps once you aware about iOS you will never think of androidFriends phone is very fastBattery and Display also very good why i didn't know some people are telling display is not good....READ MORE
69,Shivam Das,Best in the market!,5,"The best iphone I've ever used...the best value for money at 50k(approx)..if u have hdfc card...then at 45k unbeatable,  aaha if u are up for the display...then oneplus 7pro would be best at this price but if u dont care about the display but if u are looking for long term flawless usage...the best one is here which u see above. Personally kinda love it because of its design...and form factor and yaa build quality obviously, and easy for one hand use..and performance u know it damn good...and...READ MORE"
70,Sambtripathi Tr,Value-for-money,4,"I hope no doubt in Apple product.it's very great and super. If I talking about Feature so everything is perfect most important thy is your data security. So Apple always fallow up to secure your data, if you compare Android device.If you want security so no doubt apple is best .READ MORE"
71,Flipkart Customer,Wonderful,5,"Awesome performance, ultimate battery backup super looks in diff. Colors. New look iphone... only thind is u need to shed another 4500 bucks for fast charger..READ MORE"
72,Kashinath Malbannawar,Worth the money,4,The product is amazingly good. I loved it based on my day 1 usage. Camera is definitely the best part of this phone. People who don't want to change thier phone for 2 to 3 years should buy it considering you will get security updates at least till 2023 and the processor is capable enough to work for next 2-3 years easilyREAD MORE
73,Rishi Sabharwal ,Classy product,5,"Can't tell u how good this phone is. however if you don't like iOS it's better to go for the other options like the S10 and OnePlus 7 Pro. but if you need to buy an iPhone in India, there is no better value for money phone than the xr.READ MORE"
74,Flipkart Customer,Excellent,5,"For someone who had been stuck with Android all his life, this was first IOS change. The phone bought during big billion days costed around 40k which again was a pretty well bargain for 128 gb version. Pretty convenient in use and camera quality is simply amaze. The battery issue in X are like non existent here (I guess also depends on usage). For me who uses it for like max 3-4 hours a day, it lasts almost 1-1.25 days in single charge (maybe I don't use pretty heavy usage apps apart from soc...READ MORE"
75,Prashanth MS,Brilliant,5,"9-Aug-2019: My first brave step to choose iOS and I don't repent my decision. 1. Compared to Android iOS is so smooth. Super fluidic response and also the security is great. 2. Moving from Android, you need a lot of time to get used to iOS as it's not as easy usage as Android. 3. Activated airtel eSIM in just 2 hours which works exactly like physical SIM.Disadvantage: There is no finger print reader. This could have been given behind where the apple logo is making it almost invisible to ...READ MORE"
76,Ashish Lamba,Highly recommended,5,Awesome product my first purchase of iphone is iphone cr I am so happy with the performance of the mobile phone A issue that i think is network problems and battery backup is very good but not excellentBut this is my first iPhone purchase i am so happy with my mobileREAD MORE
77,Sankalp Jaat,Fair,3,After 15 days of usage rear camera is good front camera is ok. U wont notice HD display until u consume some media display is noticeably less sharp in youtube videos battery life is goodREAD MORE
78,Harsh Mishra,Fabulous!,5,I really loved this everything is perfect in this device also flipkart gives me a good support and best service.READ MORE
79,Srinjoy Guha,Wonderful,4,"Honest review after extensive use of 1 month.1. Battery backup is awesome. With internet on whole day and maximal use, battery percentage at end of the day is around 30-40%. This is so far the best battery I have seen in any apple product.2. Ease of access is also good. Especially the face id makes your locking and unlocking, payment experience smooth and joyful.3. Sound quality is awesome and with a screen size of 6.1 inch, serves a lot if you're watching a movie.4. Camera is not up to t...READ MORE"
80,sunil rao,Brilliant,5,Fantastic beast it is. Looks stunning just upgraded from iPhone 7. In between I used pixel 3 but I am not satisfied so I returned back to I phone family.READ MORE
81,Haresh Desai,Worth every penny,5,"Delighted after having such master piece in hand, owsome phone in all sense. iPhone is truly the best, happy that I replaced my “Chinese” phone.READ MORE"
82,Rajaiah Patnam,Just wow!,5,"Really I couldn’t stop thinking abt phone all the time man it’s beautiful consistent and super fast ,my first experience with iPhone and I’m having fun thanks a lot to Flipkart for delivering product in time and seller had it perfectly packed I’m very happy with the purchaseREAD MORE"
83,Flipkart Customer,Fabulous!,5,"After searching for 5 months i got the best phone in 2020 which is indeed a 2018’s launched phone. The processor, camera and battery is much better than i phone X. And obviously the value of money factor in comparison to i phone 11. Great !!READ MORE"
84,Ayush  Chauhan,Perfect product!,5,Fast delivery by flipkart mobile is fantastic for this price range camera is awesome and pubg plays smoothly ....not sure about battery will update about it later....go for it.READ MORE
85,Flipkart Customer,Classy product,5,Phone is awesome... takes time to charge almost 3:30hours to get 0 to 100% although supporting fast charge but you have to purchase a genuine 18 w charger for it. Camera is overall good. Premium looking phoneREAD MORE
86,Flipkart Customer,Terrific,5,This is my first iphone and i would say its awesome . Camera is very good Battery life is really awsome its stands more than 1 and half day .Phone is really very smoth when you play Pubg while opened multiple apps in background.READ MORE
87,Himanshu Rai,Highly recommended,5,Best iphone in this budget Gives a feel of premium phoneCamera is excellent Battery once charged gives a full day usage to normal userIt is worth buyingREAD MORE
88,Flipkart Customer,Brilliant,5,iPhone is best phone I love it good performance nice cameraREAD MORE
89,Prasaanth Mani,Highly recommended,5,"I got this beautiful machine bought on Big billion sales, this is excellent comparing to Android, this is first time I’m using ios...the performance is buttery smooth AF🔥,highlight for me is the price ... Thank you Flipkart!!!READ MORE"
90,Saurabh Srivastava,Terrific purchase,5,It has been wonderful experience using this phone and going back to Apple. This my 8th iPhone and it still amazes me with its ease of use and simplicity.READ MORE
91,Anurag Tripathy,Simply awesome,5,"Battery management of IPhone XR is pretty good having 6hr screen time. I guess 3GB Ram is sufficient for this phone as I don’t see any lagging. But again it depends how you use the phone.Camera is quite impressive. And if you have doubt against look wise and then ya that BIG NOTCH will make you irritate. It supports wireless charging too. It’s heavy comparable to Redmi or one plus , Due to build design.READ MORE"
92,Flipkart Customer,Wonderful,4,"The Iphone XR has a great camera, good processor and a very good body finish. But the battery backup isnt yet that great. If you use your phone for normal usage like instagram music WhatsApp it lasts for 6-7 hours at max. Battery drops by 1% every 2-4 minutes. The  battery is a big issue when it comes to regular users. Rest all works awesome.READ MORE"
93,ashish manna,Highly recommended,5,"AwesomeBattery back up - full day net on WhatsApp live location on 9am to 10 pm , at 11.30 20% remaining4k Vedio smoothly playingNo heating issueCamera equivalent to DSLR , some pop up camera in the market like 48mp its 12 on xr but 1000% better than that.Red is awesome ( Name Product Red, have a nobel cause also help the cancer patient )hot spot sharing also greatI think its better than oled, amoled, Displayits very Smooth to veiw ( just like Plasma TV  vs Led TV )READ MORE"
94,John B  Pao,Terrific purchase,5,"Classy Phone.For people out there still confused about this phone, don’t even have a second thought, just grab right away.Its been a couple of days I got this phone and I’m totally in love with it. Thank you Apple and thank you Flipkart for the quick delivery.READ MORE"
95,Pratim Sen,Really Nice,4,"What? Nope, I didn't sell my kidney, because I am rich. But not that rich, else would have bought iPhone 11 Pro Max XS Ultra whatever.So what's good in this phone? People think I am Ok Rich. And it looks like the same iPhone 7 I had earlier. Even same wallpaper. What's Bad? My living room doesn't have the LG 4K 55"" TV I wanted cos I spend the money on this one.Should you buy? Yes, else how will Tim Rob Jobs Cooks or any Apple employee  will buy the next Tesla? With your money of course.READ MORE"
96,Notanoob,Awesome,5,Battery backup :I have been a android user since 2010 and used many android phones this last decade both high end and low end ones and I never had a mobile last me 2 full days of usage!Android vs iOS :I want to point out both android and iOS have their merits and demerits but as a consumer we should know exactly what we need in a phone before deciding on the Os . iOS is comparably slow to android but that's just the extra animations in iOS you could equate iOS to oneui or miui in terms ...READ MORE
97,Flipkart Customer,Mind-blowing purchase,5,This Product was such a good Quality. This IPhone XR Deign quality was very nice. & thank to flip kart to give good product and delivery. i am very frequent customer in flip kart. but i bought this product in flip kart i really appreciate the quality of delivery & easy to access online platform to buy such a good product. i suggest all the Apple Mobiles  freaking people buy this product.READ MORE
98,Nishant Sharma,Nice product,4,"Very nice phone with good durable built and colors, screen quality is also very nice. Everything is perfect about this phone except that it is a little heavier as compared to same segment of phones. Also price is on the upper side when compared to similar segment of phones but i guess that's an apple trademark ;)READ MORE"
99,Subhajit Pandit,Excellent,5,"Trust I’m a fan of this device. Probably The best budget product form Apple. Hats off to this device. Top notch performance. Battery is awsome. You may heard that display is not good but trust me you’ll find nothing less in this display. Truly good display quality, and as it’s a lcd display it helps to reduce the battery usage much more than any other amoled display and neither it will hurt ur eyes. Just go for it.READ MORE"
100,Hariharan Balakrishnan,Simply awesome,5,"Got it as a gift for my better half on eve of our anniversary. Ideal if one wants to try out iOS after spending long time with Android (for a change in the usage/experience) the phone is available now at a cost effective price, would recommend to go for it!READ MORE"
101,Neeraj  Jalheria ,Terrific,5,"Amazing phone, upgraded from an iPhone 6s and this phone is a beast. White colour looks the best. Playing PubG at extreme frame rate now. Battery life is great can easily last your for two days if you are an average user. With games it lasts for a day.READ MORE"
102,Shyam,Highly recommended,5,Totally satisfied with the phone. Worth a buy if you need a smooth battery efficient mobileREAD MORE
103,Sweta  Verma,What a wow!!!,5,"It's the best phone, It's better than iPhoneX as X have A11 bionic chip and XR have A12, XR has same camera as XS and XS Max. Also with better face reorganization, And the best battery of all.READ MORE"
104,Sweta Mishra,Worth every penny,5,Go for it instead of iPhone 11 you can buy iPhone xr every thing you got the same . Happy with the product but not with ekart because the didn’t exchanged my old phone by making some non sense reasons and also they dot even have a swipe machine in their office the delivery boy said it will be 8-9 pm sir instead you can go office and collect your parcel .. overall phone is pretty good but not happy with ekart servicesREAD MORE
105,Nikunj Sharma,Simply awesome,5,It's an amazing product with high quality camera visibility.... it has a 6.1 inch display that is equal to iphone 11 pro... so it's worth it . N thank you flipcart for the fastest deliveryREAD MORE
106,Rahmat,Just okay,3,Everything good but the main dis advantage is that it will get lot of time to get charged as no fast charging option is availableREAD MORE
107,Nimit Goenka,Terrific,5,I just got my xr from Flipkart the delivery was really quick I got it in within 3 days whereas the expected time was 4-6 days I am iOS friendly user I have using iPhone since iPhone 6 then 7 and now xr The phone is very handyThe phone has a best quality camera although it has a same megapixel that of 7 but still it works more beautifully The display is a bit yellowish due to its OLED display  over all display experience it Gud The battery is much improved in the xr as I frequently play g...READ MORE
108,Ritik Chumber,Does the job,3,Everthing is good but still iphone 7 plus have way more better speakers rather then XR and the camera quality is not very good. Further if you are looking for budge iphone then XR will be the best choiceREAD MORE
109,Bala.SVV NagaSai,Excellent,5,"First time moved to IOS from Android. Excellent performance, great camera, good battery life and excellent gaming performance. Overall fully satisfied with this device. Sound quality is awesome. My rating to this device is 9/10READ MORE"
110,Sunder singh,Just okay,3,"I was using one plus 7 before which is way better and cheaper than iPhone XR in every aspect,better display,better performance, better camera and better battery and more storage.i had to buy this phone simply for the Apple Watch otherwise I would have never bought iPhone XR.READ MORE"
